formula, size, total, solver, subsumption, reverse
P0.5N2L90.form234, 123, 3, 0, 1, 0, false
P0.5N2L90.form235, 135, 7, 0, 0, 0, false
P0.5N2L90.form236, 111, 3, 0, 0, 0, false
P0.5N2L90.form237, 120, 2, 0, 0, 0, false
P0.5N2L90.form238, 111, 3, 0, 0, 0, false
P0.5N2L90.form239, 117, 2, 0, 0, 0, false
P0.5N2L90.form240, 117, 3, 0, 1, 0, false
P0.5N2L90.form241, 117, 2, 0, 0, 1, false
P0.5N2L90.form242, 114, 3, 0, 1, 0, false
P0.5N2L90.form243, 114, 3, 0, 1, 0, false
P0.5N2L90.form244, 129, 2, 0, 0, 1, false
P0.5N2L90.form245, 126, 2, 0, 0, 0, false
P0.5N2L90.form246, 132, 2, 0, 0, 0, false
P0.5N2L90.form247, 123, 4, 0, 1, 0, false
P0.5N2L90.form248, 129, 4, 0, 1, 1, false
P0.5N2L90.form249, 120, 3, 0, 0, 0, false
P0.5N2L90.form250, 117, 2, 0, 0, 0, false
P0.5N2L90.form251, 123, 2, 0, 0, 0, false
P0.5N2L90.form252, 111, 2, 0, 0, 0, false
P0.5N2L90.form253, 126, 4, 0, 2, 0, false
P0.5N2L90.form254, 129, 2, 0, 0, 1, false
P0.5N2L90.form255, 135, 2, 0, 0, 0, false
P0.5N2L90.form256, 111, 2, 0, 0, 0, false
P0.5N2L90.form257, 123, 3, 0, 1, 16, true
P0.5N2L90.form258, 129, 3, 0, 1, 0, false
P0.5N2L90.form259, 117, 3, 0, 0, 0, false
P0.5N2L90.form260, 132, 4, 0, 1, 0, false
P0.5N2L90.form261, 117, 6, 0, 0, 1, false
P0.5N2L90.form262, 114, 3, 0, 1, 0, false
P0.5N2L90.form263, 129, 3, 0, 0, 0, false
P0.5N2L90.form264, 123, 3, 0, 1, 0, false
P0.5N2L90.form265, 138, 31, 0, 6, 1, false
P0.5N2L90.form266, 111, 2, 0, 0, 0, false
P0.5N2L90.form267, 117, 3, 0, 0, 0, false
P0.5N2L90.form268, 111, 2, 0, 0, 0, false
P0.5N2L90.form269, 126, 3, 0, 0, 0, false
P0.5N2L90.form270, 111, 2, 0, 0, 0, false
P0.5N2L90.form271, 123, 2, 0, 0, 0, false
P0.5N2L90.form272, 138, 4, 0, 1, 0, false
P0.5N2L90.form273, 123, 3, 0, 0, 0, false
P0.5N2L90.form274, 117, 3, 0, 1, 0, false
P0.5N2L90.form275, 135, 3, 0, 0, 0, false
P0.5N2L90.form276, 126, 6, 0, 1, 151, true
P0.5N2L90.form277, 150, 15, 1, 5, 3, false
P0.5N2L90.form278, 117, 3, 0, 1, 0, false
P0.5N2L90.form279, 126, 2, 0, 0, 0, false
P0.5N2L90.form280, 138, 3, 1, 0, 0, false
P0.5N2L90.form281, 123, 6, 0, 2, 0, false
P0.5N2L90.form282, 123, 3, 0, 0, 0, false
P0.5N2L90.form283, 120, 3, 0, 0, 0, false
P0.5N2L90.form284, 120, 6, 0, 2, 1, false
P0.5N2L90.form285, 120, 6, 0, 3, 0, false
P0.5N2L90.form286, 114, 2, 0, 1, 0, false
P0.5N2L90.form287, 114, 2, 0, 0, 0, false
P0.5N2L90.form288, 132, 2, 0, 0, 0, false
P0.5N2L90.form289, 126, 2, 0, 0, 8, true
P0.5N2L90.form290, 126, 4, 1, 1, 0, false
P0.5N2L90.form291, 129, 4, 0, 1, 0, false
P0.5N2L90.form292, 120, 4, 0, 0, 0, false
P0.5N2L90.form293, 123, 7, 2, 3, 0, false
P0.5N2L90.form294, 135, 7, 0, 4, 0, false
P0.5N2L90.form295, 120, 2, 0, 0, 0, false
P0.5N2L90.form296, 120, 2, 0, 0, 0, false
P0.5N2L90.form297, 132, 2, 0, 0, 0, false
P0.5N2L90.form298, 123, 9, 0, 5, 1, false
P0.5N2L90.form299, 132, 2, 0, 0, 0, false
P0.5N2L90.form300, 132, 2, 0, 0, 0, false
P0.5N2L90.form301, 126, 2, 0, 0, 0, false
P0.5N2L90.form302, 126, 5, 0, 2, 0, false
P0.5N2L90.form303, 105, 2, 0, 0, 0, false
P0.5N2L90.form304, 126, 2, 0, 0, 0, false
P0.5N2L90.form305, 117, 2, 0, 0, 0, false
P0.5N2L90.form306, 126, 3, 0, 1, 0, false
P0.5N2L90.form307, 132, 2, 0, 0, 0, false
P0.5N2L90.form308, 120, 2, 0, 0, 0, false
P0.5N2L90.form309, 126, 4, 0, 0, 0, false
P0.5N2L90.form310, 120, 4, 0, 2, 0, false
P0.5N2L90.form311, 132, 3, 0, 0, 0, false
P0.5N2L90.form312, 123, 3, 0, 1, 0, false
P0.5N2L90.form313, 114, 2, 0, 0, 0, false
P0.5N2L90.form314, 123, 2, 0, 0, 0, false
P0.5N2L90.form315, 111, 2, 0, 0, 0, false
P0.5N2L90.form316, 111, 3, 0, 0, 1, false
P0.5N2L90.form317, 120, 10, 0, 3, 5, false
P0.5N2L90.form318, 111, 3, 0, 0, 0, false
P0.5N2L90.form319, 117, 3, 0, 1, 0, false
P0.5N2L90.form320, 120, 2, 0, 0, 0, false
P0.5N2L90.form321, 132, 2, 0, 0, 0, false
P0.5N2L90.form322, 129, 3, 0, 0, 0, false
P0.5N2L90.form323, 129, 5, 0, 3, 0, false
P0.5N2L90.form324, 123, 8, 0, 4, 0, false
P0.5N2L90.form325, 117, 3, 0, 0, 0, false
P0.5N2L90.form326, 132, 8, 0, 0, 0, false
P0.5N2L90.form327, 120, 3, 0, 0, 0, false
P0.5N2L90.form328, 126, 2, 0, 0, 0, false
P0.5N2L90.form329, 108, 3, 0, 1, 0, false
P0.5N2L90.form330, 120, 3, 0, 0, 0, false
P0.5N2L90.form331, 102, 3, 0, 1, 0, false
P0.5N2L90.form332, 138, 3, 0, 1, 0, false
P0.5N2L90.form333, 117, 3, 0, 0, 0, false
P0.5N2L90.form334, 138, 2, 0, 0, 0, false
P0.5N2L90.form335, 144, 3, 0, 0, 0, false
P0.5N2L90.form336, 123, 3, 0, 0, 0, false
P0.5N2L90.form337, 117, 2, 0, 0, 0, false
P0.5N2L90.form338, 135, 9, 0, 3, 1, false
P0.5N2L90.form339, 117, 3, 0, 1, 0, false
P0.5N2L90.form340, 111, 10, 0, 0, 0, false
P0.5N2L90.form341, 114, 4, 0, 1, 0, false
P0.5N2L90.form342, 129, 10, 0, 6, 0, false
P0.5N2L90.form343, 114, 3, 0, 1, 0, false
P0.5N2L90.form344, 129, 2, 0, 0, 1, false
P0.5N2L90.form345, 129, 3, 0, 0, 0, false
P0.5N2L90.form346, 117, 3, 0, 0, 0, false
P0.5N2L90.form347, 117, 2, 0, 0, 0, false
P0.5N2L90.form348, 114, 2, 0, 0, 0, false
P0.5N2L90.form349, 123, 2, 0, 0, 0, false
P0.5N2L90.form350, 129, 2, 0, 0, 0, false
P0.5N2L90.form351, 135, 4, 0, 1, 0, false
P0.5N2L90.form352, 135, 3, 0, 0, 0, false
P0.5N2L90.form353, 123, 3, 0, 0, 0, false
P0.5N2L90.form354, 129, 3, 0, 0, 0, false
P0.5N2L90.form355, 108, 2, 0, 0, 0, false
P0.5N2L90.form356, 135, 3, 0, 0, 0, false
P0.5N2L90.form357, 114, 3, 0, 0, 0, false
P0.5N2L90.form358, 123, 4, 0, 2, 0, false
P0.5N2L90.form359, 129, 2, 0, 0, 0, false
P0.5N2L90.form360, 120, 2, 0, 0, 0, false
P0.5N2L90.form361, 120, 2, 0, 0, 0, false
P0.5N2L90.form362, 129, 3, 0, 0, 6, false
P0.5N2L90.form363, 132, 2, 0, 0, 0, false
P0.5N2L90.form364, 135, 5, 0, 1, 0, false
P0.5N2L90.form365, 129, 4, 0, 0, 0, false
P0.5N2L90.form366, 108, 2, 0, 0, 0, false
P0.5N2L90.form367, 132, 5, 0, 2, 0, false
P0.5N2L90.form368, 126, 2, 0, 0, 0, false
P0.5N2L90.form369, 117, 3, 0, 1, 0, false
P0.5N2L90.form370, 126, 2, 0, 0, 0, false
P0.5N2L90.form371, 129, 14, 0, 2, 29, true
P0.5N2L90.form372, 126, 2, 0, 0, 0, false
P0.5N2L90.form373, 132, 3, 0, 1, 0, false
P0.5N2L90.form374, 129, 3, 0, 1, 0, false
P0.5N2L90.form375, 129, 2, 0, 0, 0, false
P0.5N2L90.form376, 129, 3, 0, 0, 0, false
P0.5N2L90.form377, 120, 3, 0, 0, 10, true
P0.5N2L90.form378, 120, 3, 0, 1, 0, false
P0.5N2L90.form379, 120, 2, 0, 0, 0, false
P0.5N2L90.form380, 111, 2, 0, 0, 0, false
P0.5N2L90.form381, 126, 3, 0, 1, 1, false
P0.5N2L90.form382, 111, 3, 0, 1, 0, false
P0.5N2L90.form383, 132, 2, 0, 0, 0, false
P0.5N2L90.form384, 123, 2, 0, 0, 1, false
P0.5N2L90.form385, 129, 2, 0, 0, 0, false
P0.5N2L90.form386, 138, 4, 0, 1, 0, false
P0.5N2L90.form387, 114, 3, 1, 0, 0, false
P0.5N2L90.form388, 138, 2, 0, 0, 0, false
P0.5N2L90.form389, 132, 2, 0, 0, 0, false
P0.5N2L90.form390, 117, 4, 0, 0, 0, false
P0.5N2L90.form391, 129, 4, 0, 1, 0, false
P0.5N2L90.form392, 126, 2, 0, 0, 0, false
P0.5N2L90.form393, 120, 3, 0, 0, 0, false
P0.5N2L90.form394, 126, 3, 0, 1, 0, false
P0.5N2L90.form395, 123, 2, 0, 0, 0, false
P0.5N2L90.form396, 99, 3, 0, 1, 2, false
P0.5N2L90.form397, 126, 3, 0, 0, 1, false
P0.5N2L90.form398, 111, 3, 1, 0, 3, true
P0.5N2L90.form399, 123, 2, 0, 0, 0, false
P0.5N2L90.form400, 126, 3, 0, 1, 0, false
P0.5N2L90.form401, 120, 3, 0, 1, 0, false
P0.5N2L90.form402, 102, 3, 0, 0, 1, false
P0.5N2L90.form403, 120, 3, 0, 0, 0, false
P0.5N2L90.form404, 117, 2, 0, 0, 0, false
P0.5N2L90.form405, 126, 2, 0, 0, 0, false
P0.5N2L90.form406, 120, 6, 0, 3, 0, false
P0.5N2L90.form407, 132, 7, 0, 2, 0, false
P0.5N2L90.form408, 120, 4, 0, 0, 2, false
P0.5N2L90.form409, 114, 2, 0, 0, 0, false
P0.5N2L90.form410, 126, 2, 0, 0, 0, false
P0.5N2L90.form411, 117, 2, 0, 0, 0, false
P0.5N2L90.form412, 126, 3, 0, 0, 0, false
P0.5N2L90.form413, 126, 3, 0, 1, 0, false
P0.5N2L90.form414, 126, 4, 0, 1, 1, false
P0.5N2L90.form415, 126, 3, 0, 0, 0, false
P0.5N2L90.form416, 120, 2, 0, 0, 0, false
P0.5N2L90.form417, 120, 2, 0, 0, 0, false
P0.5N2L90.form418, 120, 3, 0, 1, 0, false
P0.5N2L90.form419, 126, 3, 0, 0, 0, false
P0.5N2L90.form420, 126, 2, 0, 0, 0, false
P0.5N2L90.form421, 114, 2, 0, 0, 0, false
P0.5N2L90.form422, 117, 3, 0, 0, 0, false
P0.5N2L90.form423, 114, 2, 0, 0, 0, false
P0.5N2L90.form424, 138, 3, 0, 1, 0, false
P0.5N2L90.form425, 132, 3, 0, 0, 0, false
P0.5N2L90.form426, 111, 3, 0, 1, 0, false
P0.5N2L90.form427, 117, 4, 0, 0, 19, true
P0.5N2L90.form428, 129, 2, 0, 0, 0, false
P0.5N2L90.form429, 126, 2, 0, 0, 0, false
P0.5N2L90.form430, 117, 4, 0, 1, 0, false
P0.5N2L90.form431, 120, 2, 0, 0, 0, false
P0.5N2L90.form432, 114, 2, 0, 0, 0, false
P0.5N2L90.form433, 117, 2, 0, 0, 0, false
P0.5N2L90.form434, 126, 2, 0, 0, 0, false
P0.5N2L90.form435, 114, 2, 0, 0, 0, false
P0.5N2L90.form436, 114, 2, 0, 0, 0, false
P0.5N2L90.form437, 126, 2, 0, 0, 0, false
P0.5N2L90.form438, 126, 2, 0, 0, 0, false
P0.5N2L90.form439, 120, 3, 0, 0, 0, false
P0.5N2L90.form440, 117, 6, 0, 1, 0, false
P0.5N2L90.form441, 129, 2, 0, 0, 0, false
P0.5N2L90.form442, 129, 3, 0, 0, 1, false
P0.5N2L90.form443, 123, 3, 0, 0, 0, false
P0.5N2L90.form444, 120, 2, 0, 0, 0, false
P0.5N2L90.form445, 135, 2, 0, 0, 0, false
P0.5N2L90.form446, 114, 3, 0, 0, 0, false
P0.5N2L90.form447, 138, 3, 0, 0, 0, false
P0.5N2L90.form448, 120, 3, 0, 0, 0, false
P0.5N2L90.form449, 141, 3, 0, 0, 0, false
P0.5N2L90.form450, 129, 2, 0, 0, 0, false
P0.5N2L90.form451, 114, 2, 0, 0, 0, false
P0.5N2L90.form452, 120, 2, 0, 0, 0, false
P0.5N2L90.form453, 132, 3, 0, 0, 0, false
P0.5N2L90.form454, 141, 4, 0, 1, 0, false
P0.5N2L90.form455, 108, 2, 0, 0, 0, false
P0.5N2L90.form456, 132, 3, 0, 0, 0, false
P0.5N2L90.form457, 129, 7, 0, 3, 10, false
P0.5N2L90.form458, 138, 2, 0, 0, 0, false
P0.5N2L90.form459, 108, 4, 0, 0, 0, false
P0.5N2L90.form460, 126, 4, 0, 0, 0, false
P0.5N2L90.form461, 120, 4, 0, 1, 0, false
P0.5N2L90.form462, 117, 6, 1, 2, 0, false
P0.5N2L90.form463, 126, 2, 0, 0, 0, false
P0.5N2L90.form464, 123, 3, 0, 0, 0, false
P0.5N2L90.form465, 138, 21, 1, 9, 0, false
P0.5N2L90.form466, 123, 4, 0, 2, 0, false
P0.5N2L90.form467, 126, 2, 0, 0, 0, false
P0.5N2L90.form468, 120, 2, 0, 0, 0, false
P0.5N2L90.form469, 120, 2, 0, 0, 0, false
P0.5N2L90.form470, 132, 2, 0, 0, 0, false
P0.5N2L90.form471, 135, 6, 0, 2, 0, false
P0.5N2L90.form472, 114, 4, 0, 1, 0, false
P0.5N2L90.form473, 129, 3, 0, 0, 1, false
P0.5N2L90.form474, 114, 3, 0, 0, 0, false
P0.5N2L90.form475, 126, 2, 0, 0, 0, false
P0.5N2L90.form476, 129, 2, 0, 0, 0, false
P0.5N2L90.form477, 114, 2, 0, 0, 0, false
P0.5N2L90.form478, 111, 2, 0, 0, 0, false
P0.5N2L90.form479, 105, 2, 0, 0, 0, false
P0.5N2L90.form480, 105, 2, 0, 0, 0, false
P0.5N2L90.form481, 108, 2, 0, 0, 0, false
P0.5N2L90.form482, 123, 4, 1, 1, 1, false
P0.5N2L90.form483, 135, 5, 0, 1, 1, false
P0.5N2L90.form484, 138, 4, 0, 1, 0, false
P0.5N2L90.form485, 132, 2, 0, 0, 0, false
P0.5N2L90.form486, 120, 2, 0, 0, 0, false
P0.5N2L90.form487, 123, 3, 0, 1, 0, false
P0.5N2L90.form488, 123, 4, 0, 1, 0, false
P0.5N2L90.form489, 117, 2, 0, 0, 0, false
P0.5N2L90.form490, 126, 2, 0, 0, 0, false
P0.5N2L90.form491, 132, 5, 0, 2, 0, false
P0.5N2L90.form492, 120, 5, 0, 1, 38, true
P0.5N2L90.form493, 126, 2, 0, 0, 0, false
P0.5N2L90.form494, 108, 17, 0, 2, 1, false
P0.5N2L90.form495, 126, 2, 0, 0, 0, false
P0.5N2L90.form496, 138, 5, 0, 1, 0, false
P0.5N2L90.form497, 105, 2, 0, 0, 0, false
P0.5N2L90.form498, 126, 2, 0, 0, 0, false
P0.5N2L90.form499, 129, 2, 0, 0, 0, false
P0.5N4L10.form, 16, 2, 0, 0, 0, false
P0.5N4L10.form1, 13, 2, 0, 0, 0, false
P0.5N4L10.form2, 13, 3, 0, 0, 0, false
P0.5N4L10.form3, 10, 2, 0, 0, 0, false
P0.5N4L10.form4, 10, 4, 1, 0, 0, false
P0.5N4L10.form5, 16, 3, 0, 0, 0, false
P0.5N4L10.form6, 16, 2, 0, 0, 0, false
P0.5N4L10.form7, 10, 2, 0, 0, 0, false
P0.5N4L10.form8, 13, 3, 0, 1, 0, false
P0.5N4L10.form9, 10, 2, 0, 0, 0, false
P0.5N4L10.form10, 13, 3, 1, 0, 0, false
P0.5N4L10.form11, 10, 3, 0, 0, 0, false
P0.5N4L10.form12, 10, 2, 0, 0, 0, false
P0.5N4L10.form13, 16, 2, 0, 0, 0, false
P0.5N4L10.form14, 13, 6, 0, 0, 0, false
P0.5N4L10.form15, 16, 2, 0, 0, 0, false
P0.5N4L10.form16, 10, 2, 0, 0, 0, false
P0.5N4L10.form17, 16, 2, 0, 0, 0, false
P0.5N4L10.form18, 10, 2, 0, 0, 0, false
P0.5N4L10.form19, 19, 3, 1, 0, 0, false
P0.5N4L10.form20, 10, 3, 0, 0, 0, false
P0.5N4L10.form21, 13, 3, 0, 0, 0, false
P0.5N4L10.form22, 10, 3, 0, 0, 0, false
P0.5N4L10.form23, 10, 2, 0, 0, 0, false
P0.5N4L10.form24, 10, 2, 0, 0, 0, false
P0.5N4L10.form25, 16, 3, 1, 0, 0, false
P0.5N4L10.form26, 10, 2, 0, 0, 0, false
P0.5N4L10.form27, 16, 2, 0, 0, 0, false
P0.5N4L10.form28, 16, 2, 0, 0, 0, false
P0.5N4L10.form29, 16, 3, 0, 0, 0, false
P0.5N4L10.form30, 16, 3, 0, 0, 0, false
P0.5N4L10.form31, 13, 3, 0, 0, 0, false
P0.5N4L10.form32, 16, 3, 0, 0, 0, false
P0.5N4L10.form33, 22, 3, 0, 1, 0, false
P0.5N4L10.form34, 10, 2, 0, 0, 0, false
P0.5N4L10.form35, 13, 2, 0, 0, 0, false
P0.5N4L10.form36, 16, 2, 0, 0, 0, false
P0.5N4L10.form37, 13, 2, 0, 0, 0, false
P0.5N4L10.form38, 13, 2, 0, 0, 0, false
P0.5N4L10.form39, 16, 2, 0, 0, 0, false
P0.5N4L10.form40, 16, 3, 0, 0, 0, false
P0.5N4L10.form41, 16, 3, 1, 0, 0, false
P0.5N4L10.form42, 13, 2, 0, 0, 0, false
P0.5N4L10.form43, 13, 2, 0, 0, 0, false
P0.5N4L10.form44, 10, 2, 0, 0, 0, false
P0.5N4L10.form45, 13, 3, 0, 0, 0, false
P0.5N4L10.form46, 13, 2, 0, 0, 0, false
P0.5N4L10.form47, 13, 2, 0, 0, 0, false
P0.5N4L10.form48, 16, 2, 0, 0, 0, false
P0.5N4L10.form49, 16, 2, 0, 0, 0, false
P0.5N4L10.form50, 10, 2, 0, 0, 0, false
P0.5N4L10.form51, 13, 2, 0, 0, 0, false
P0.5N4L10.form52, 16, 3, 0, 1, 0, false
P0.5N4L10.form53, 16, 2, 0, 0, 0, false
P0.5N4L10.form54, 16, 3, 1, 0, 0, false
P0.5N4L10.form55, 13, 3, 0, 0, 0, false
P0.5N4L10.form56, 10, 3, 0, 0, 0, false
P0.5N4L10.form57, 10, 3, 1, 0, 0, false
P0.5N4L10.form58, 13, 2, 0, 0, 0, false
P0.5N4L10.form59, 16, 3, 0, 0, 0, false
P0.5N4L10.form60, 13, 4, 0, 0, 0, false
P0.5N4L10.form61, 13, 3, 0, 0, 0, false
P0.5N4L10.form62, 13, 2, 0, 0, 0, false
P0.5N4L10.form63, 13, 3, 0, 1, 0, false
P0.5N4L10.form64, 13, 3, 1, 0, 0, false
P0.5N4L10.form65, 10, 2, 0, 0, 0, false
P0.5N4L10.form66, 19, 2, 0, 0, 0, false
P0.5N4L10.form67, 13, 3, 1, 0, 0, false
P0.5N4L10.form68, 19, 2, 0, 0, 0, false
P0.5N4L10.form69, 13, 2, 0, 0, 1, false
P0.5N4L10.form70, 16, 3, 0, 0, 0, false
P0.5N4L10.form71, 13, 3, 0, 1, 0, false
P0.5N4L10.form72, 13, 3, 0, 0, 0, false
P0.5N4L10.form73, 13, 2, 0, 0, 0, false
P0.5N4L10.form74, 13, 3, 0, 0, 0, false
P0.5N4L10.form75, 13, 2, 0, 0, 0, false
P0.5N4L10.form76, 13, 2, 0, 0, 0, false
P0.5N4L10.form77, 13, 2, 0, 0, 0, false
P0.5N4L10.form78, 13, 2, 0, 0, 0, false
P0.5N4L10.form79, 13, 3, 0, 0, 0, false
P0.5N4L10.form80, 13, 3, 1, 0, 0, false
P0.5N4L10.form81, 16, 3, 0, 0, 0, false
P0.5N4L10.form82, 10, 2, 0, 0, 0, false
P0.5N4L10.form83, 10, 2, 0, 0, 0, false
P0.5N4L10.form84, 13, 3, 0, 0, 0, false
P0.5N4L10.form85, 10, 2, 0, 0, 0, false
P0.5N4L10.form86, 13, 2, 0, 0, 0, false
P0.5N4L10.form87, 13, 2, 0, 0, 0, false
P0.5N4L10.form88, 13, 3, 1, 0, 0, false
P0.5N4L10.form89, 13, 2, 0, 0, 0, false
P0.5N4L10.form90, 16, 2, 0, 0, 0, false
P0.5N4L10.form91, 13, 2, 0, 0, 0, false
P0.5N4L10.form92, 13, 2, 0, 0, 0, false
P0.5N4L10.form93, 13, 3, 0, 0, 0, false
P0.5N4L10.form94, 13, 3, 0, 0, 0, false
P0.5N4L10.form95, 10, 2, 0, 0, 0, false
P0.5N4L10.form96, 10, 2, 0, 0, 1, false
P0.5N4L10.form97, 13, 2, 0, 1, 0, false
P0.5N4L10.form98, 16, 2, 0, 0, 0, false
P0.5N4L10.form99, 10, 2, 0, 0, 0, false
P0.5N4L10.form100, 13, 2, 0, 0, 0, false
P0.5N4L10.form101, 19, 2, 0, 0, 0, false
P0.5N4L10.form102, 16, 2, 0, 0, 0, false
P0.5N4L10.form103, 16, 3, 1, 0, 0, false
P0.5N4L10.form104, 10, 2, 0, 0, 0, false
P0.5N4L10.form105, 13, 2, 0, 0, 0, false
P0.5N4L10.form106, 13, 2, 0, 0, 0, false
P0.5N4L10.form107, 13, 3, 1, 0, 0, false
P0.5N4L10.form108, 16, 2, 0, 0, 0, false
P0.5N4L10.form109, 13, 1, 0, 0, 1, false
P0.5N4L10.form110, 13, 2, 0, 0, 0, false
P0.5N4L10.form111, 13, 2, 0, 0, 1, false
P0.5N4L10.form112, 10, 2, 0, 0, 0, false
P0.5N4L10.form113, 13, 2, 0, 0, 0, false
P0.5N4L10.form114, 13, 2, 0, 0, 0, false
P0.5N4L10.form115, 13, 2, 0, 0, 0, false
P0.5N4L10.form116, 13, 4, 0, 0, 0, false
P0.5N4L10.form117, 10, 3, 0, 0, 0, false
P0.5N4L10.form118, 13, 2, 0, 0, 0, false
P0.5N4L10.form119, 13, 3, 1, 0, 0, false
P0.5N4L10.form120, 16, 2, 0, 0, 0, false
P0.5N4L10.form121, 16, 2, 0, 0, 0, false
P0.5N4L10.form122, 13, 3, 0, 0, 0, false
P0.5N4L10.form123, 10, 2, 0, 0, 0, false
P0.5N4L10.form124, 13, 2, 0, 0, 0, false
P0.5N4L10.form125, 16, 2, 0, 0, 0, false
P0.5N4L10.form126, 16, 3, 0, 0, 0, false
P0.5N4L10.form127, 13, 2, 0, 0, 0, false
P0.5N4L10.form128, 19, 3, 0, 0, 0, false
P0.5N4L10.form129, 13, 2, 0, 0, 0, false
P0.5N4L10.form130, 13, 3, 0, 0, 0, false
P0.5N4L10.form131, 13, 3, 0, 0, 0, false
P0.5N4L10.form132, 13, 2, 0, 0, 0, false
P0.5N4L10.form133, 16, 2, 0, 0, 0, false
P0.5N4L10.form134, 13, 2, 0, 0, 0, false
P0.5N4L10.form135, 13, 3, 0, 0, 0, false
P0.5N4L10.form136, 10, 2, 0, 0, 0, false
P0.5N4L10.form137, 10, 2, 0, 0, 0, false
P0.5N4L10.form138, 13, 3, 1, 0, 0, false
P0.5N4L10.form139, 16, 2, 0, 0, 0, false
P0.5N4L10.form140, 16, 3, 0, 0, 0, false
P0.5N4L10.form141, 16, 2, 0, 0, 0, false
P0.5N4L10.form142, 16, 2, 0, 0, 0, false
P0.5N4L10.form143, 13, 2, 0, 0, 0, false
P0.5N4L10.form144, 13, 2, 0, 0, 0, false
P0.5N4L10.form145, 13, 2, 0, 0, 0, false
P0.5N4L10.form146, 13, 2, 0, 0, 0, false
P0.5N4L10.form147, 10, 2, 0, 0, 0, false
P0.5N4L10.form148, 16, 2, 0, 0, 0, false
P0.5N4L10.form149, 13, 2, 0, 0, 0, false
P0.5N4L10.form150, 13, 3, 1, 0, 0, false
P0.5N4L10.form151, 16, 3, 0, 0, 0, false
P0.5N4L10.form152, 13, 4, 1, 0, 0, false
P0.5N4L10.form153, 13, 3, 0, 0, 0, false
P0.5N4L10.form154, 16, 2, 0, 0, 0, false
P0.5N4L10.form155, 13, 2, 0, 0, 0, false
P0.5N4L10.form156, 10, 2, 0, 0, 0, false
P0.5N4L10.form157, 13, 3, 0, 0, 0, false
P0.5N4L10.form158, 13, 2, 0, 0, 0, false
P0.5N4L10.form159, 13, 2, 0, 0, 0, false
P0.5N4L10.form160, 16, 2, 0, 0, 0, false
P0.5N4L10.form161, 13, 2, 0, 0, 0, false
P0.5N4L10.form162, 16, 2, 0, 0, 0, false
P0.5N4L10.form163, 16, 2, 0, 0, 0, false
P0.5N4L10.form164, 13, 2, 0, 0, 1, false
P0.5N4L10.form165, 13, 3, 1, 0, 0, false
P0.5N4L10.form166, 13, 4, 0, 0, 1, false
P0.5N4L10.form167, 13, 4, 0, 0, 0, false
P0.5N4L10.form168, 13, 3, 0, 0, 0, false
P0.5N4L10.form169, 10, 2, 0, 0, 0, false
P0.5N4L10.form170, 10, 3, 1, 0, 0, false
P0.5N4L10.form171, 16, 3, 0, 0, 0, false
P0.5N4L10.form172, 10, 2, 0, 0, 0, false
P0.5N4L10.form173, 13, 2, 0, 0, 0, false
P0.5N4L10.form174, 16, 2, 0, 0, 0, false
P0.5N4L10.form175, 13, 2, 0, 0, 0, false
P0.5N4L10.form176, 13, 2, 0, 0, 0, false
P0.5N4L10.form177, 13, 2, 0, 0, 0, false
P0.5N4L10.form178, 13, 2, 0, 0, 0, false
P0.5N4L10.form179, 10, 3, 0, 0, 0, false
P0.5N4L10.form180, 13, 3, 0, 0, 0, false
P0.5N4L10.form181, 16, 2, 0, 0, 0, false
P0.5N4L10.form182, 13, 2, 0, 0, 0, false
P0.5N4L10.form183, 13, 2, 0, 0, 0, false
P0.5N4L10.form184, 16, 3, 0, 0, 0, false
P0.5N4L10.form185, 16, 2, 0, 0, 0, false
P0.5N4L10.form186, 10, 2, 0, 0, 0, false
P0.5N4L10.form187, 13, 2, 0, 0, 0, false
P0.5N4L10.form188, 13, 3, 0, 0, 0, false
P0.5N4L10.form189, 10, 3, 1, 0, 0, false
P0.5N4L10.form190, 16, 3, 1, 0, 0, false
P0.5N4L10.form191, 10, 2, 0, 0, 0, false
P0.5N4L10.form192, 10, 2, 0, 0, 0, false
P0.5N4L10.form193, 19, 2, 0, 0, 0, false
P0.5N4L10.form194, 16, 2, 0, 0, 0, false
P0.5N4L10.form195, 10, 2, 0, 0, 0, false
P0.5N4L10.form196, 16, 3, 1, 0, 0, false
P0.5N4L10.form197, 16, 2, 0, 0, 0, false
P0.5N4L10.form198, 16, 4, 0, 0, 0, false
P0.5N4L10.form199, 10, 3, 0, 0, 0, false
P0.5N4L10.form200, 10, 2, 0, 0, 0, false
P0.5N4L10.form201, 13, 2, 0, 0, 0, false
P0.5N4L10.form202, 13, 2, 0, 0, 0, false
P0.5N4L10.form203, 10, 3, 0, 0, 0, true
P0.5N4L10.form204, 13, 2, 0, 0, 0, false
P0.5N4L10.form205, 19, 6, 0, 0, 0, false
P0.5N4L10.form206, 13, 2, 0, 0, 0, false
P0.5N4L10.form207, 10, 2, 0, 0, 0, false
P0.5N4L10.form208, 13, 2, 0, 0, 0, false
P0.5N4L10.form209, 16, 2, 0, 0, 0, false
P0.5N4L10.form210, 13, 2, 0, 0, 0, false
P0.5N4L10.form211, 13, 2, 0, 0, 0, false
P0.5N4L10.form212, 10, 2, 0, 0, 0, false
P0.5N4L10.form213, 10, 2, 0, 0, 0, false
P0.5N4L10.form214, 10, 2, 0, 0, 0, false
P0.5N4L10.form215, 10, 2, 0, 0, 0, false
